symbol,z_GSE48452,z_GSE63067,z_meta,p_meta,padj_meta,log2FC_meta,log2FC_1,log2FC_2
ABHD16B,-0.6626427981557406,0.8773931091312013,0.1518514011526681,0.8793041399218372,0.9780389396599144,0.030886165746031306,-0.0658066137936517,0.1275789452857143
ABHD17A,-0.9777773939316852,-1.1320097323352405,-1.4918447838434221,0.13573984057820204,0.6636708511745011,-0.16837047116269804,-0.1814695512142865,-0.1552713911111096
ABHD17B,-1.0366775100105172,0.694439781347159,-0.24199861871574224,0.8087812335312259,0.9672732068601295,0.030027094845237898,-0.10273959102381,0.1627937807142858
ABHD17C,-1.2900396622726282,0.2460959035490725,-0.7381797109707995,0.46040525031947677,0.8783166615442463,-0.04582007929761865,-0.124022656468254,0.0323824978730167
ABHD18,-1.6091874575293719,0.9875405926316687,-0.4395707136725234,0.6602480557850605,0.93153194753573,0.009774580007936504,-0.1546814691428562,0.1742306291587292
ABHD2,0.31914905526844095,1.1913536562530105,1.0680867103174856,0.2854814000346205,0.7909999353912246,0.12505354201587426,0.0317541227777802,0.2183529612539683
ABHD3,-2.3932266583221793,-1.1928043162355708,-2.5357068196547887,0.011222064114757147,0.3162717503756349,-0.2306276138055558,-0.3105760431031754,-0.1506791845079362
ABHD4,1.2072461607155556,-0.7698632233557624,0.3092764409824007,0.7571112504374468,0.9544035819433402,0.007411689380952151,0.1030934970317467,-0.0882701182698424
ABHD5,0.011866728603633171,0.5377693931871123,0.3886514289033112,0.6975340170456954,0.9422654422850336,0.1135342707222233,0.0015817802698432,0.2254867611746034
ABHD6,0.5121145439856287,0.4397767176275283,0.6730887660388813,0.5008908204202263,0.8884200338975817,0.10491024322619055,0.0574215801507929,0.1523989063015882
ABHD8,0.40973516120073455,-1.1352887223122488,-0.5130438431759999,0.6079206523177543,0.9199573589270046,-0.06735651816666664,0.0568934133015872,-0.1916064496349205
ABI1,0.7586416708595785,1.8303625869391305,1.8307024672103118,0.06714496463975803,0.5529905251170303,0.2428670457420638,0.0608887175634924,0.4248453739206352
ABI2,-0.7213957250587553,0.4205699467608271,-0.2127159477901859,0.8315485268946321,0.9709609106168803,0.03286729535714231,-0.0704596801904768,0.1361942709047614
ABI3,1.051573960504691,-0.6317388417277873,0.29686825946740825,0.7665670895991412,0.956346471215409,0.027647983626984757,0.1325075613650792,-0.0772115941111097
ABI3BP,0.9027083099332123,-1.1769152459442078,-0.19389358390176065,0.8462592076704534,0.9732853584897739,-0.03602713470635034,0.1976850238253948,-0.2697392932380955
ABL1,1.8020083035778478,0.6336010766446935,1.7222359090769233,0.08502679239366655,0.5899349104784398,0.11435336005158575,0.1308269853571415,0.09787973474603
ABL2,-1.7207534157661357,0.994232422939176,-0.5137279207023263,0.607442228324314,0.9199573589270046,0.029000417119047203,-0.1365540463333348,0.1945548805714292
ABLIM1,1.3039414061407195,3.228369037853797,3.2048274493911344,0.0013514347121400191,0.12184845701927871,0.627613245190477,0.1790454968412715,1.0761809935396824
ABLIM2,0.15210778900806152,-1.4600207207277904,-0.9248341032205983,0.3550522082280906,0.8298432872867944,-0.10393312130555635,0.0138042042619028,-0.2216704468730155
ABLIM3,-0.2991319435375756,1.7276421508354765,1.0101092545745465,0.31244294882398893,0.8073468599818039,0.18579089477380917,-0.0517195712142868,0.4233013607619051
ABO,-0.7121539890930347,-0.39593523257030905,-0.7835374027978739,0.4333115985016489,0.8639852599329205,-0.07387924291269905,-0.0919597772539688,-0.0557987085714293
ABR,2.7860829923417088,0.007974195047037683,1.9756967842255952,0.04818912936282174,0.502334998842746,0.18571917276190364,0.3705443869206331,0.0008939586031742
ABRA,-0.583549241951139,-0.7571040732626741,-0.9479850504079135,0.3431370648441737,0.8241383851006232,-0.0578799050634919,-0.0554870856507934,-0.0602727244761904
ABRACL,0.0011414523553973013,-0.695205829811082,-0.4907776278789342,0.6235837349870417,0.9222472817258686,-0.14714507186111095,0.0002207882142863,-0.2945109319365082
ABT1,-2.1583373207567687,0.8773440128679295,-0.9057990546627853,0.36504222148347276,0.8353920259184411,-0.014029822960317948,-0.1686191919999995,0.1405595460793636
ABTB1,1.2137001516926027,-0.24373114289605124,0.6858716636608356,0.4927940403911075,0.886468394724952,0.043161752940477055,0.1226492466111119,-0.0363257407301578
ABTB2,0.08806646233950964,0.0524290407510918,0.09934532296157983,0.9208640938590015,0.9862704380931553,0.0115114477142852,0.0149385246984117,0.0080843707301587
ACAA1,0.8289943192994973,1.516207984739981,1.6583084524406309,0.09725522383680194,0.6058510413195113,0.17354852615872923,0.0992288957777756,0.2478681565396829
