symbol,log2FC,p,padj
ABCB11,-0.5803370567301593,0.01842902223893858,0.5398472893829966
ABCB4,-0.19658001525396962,0.6696728904051321,0.9310972714013461
ABCB4///ABCB1,-0.18290543900000067,0.566759566320407,0.9015121306707844
ABCB5,-0.10561807807936496,0.25198699044956,0.7655125507943231
ABCB6,-0.5263298412698401,0.005697814682918071,0.5057152399970763
ABCB7,0.17204358296825362,0.1666467142728395,0.7199422631936448
ABCB8,0.06002051623809557,0.6608912285627982,0.928947285599444
ABCB8///ASIC3,-0.15421308623809438,0.11197690707150022,0.683953490002353
ABCB9,-0.26432047653968294,0.017862149523983482,0.5388649219707441
ABCC1,0.3701118241904764,0.008779791586190324,0.5059831934705878
ABCC10,-0.2923716192857144,0.1646910658158294,0.718934853778513
ABCC11,0.05277615315872897,0.7087313803582984,0.9401028574109447
ABCC12,0.08110261753968206,0.4235032094847446,0.847900589391091
ABCC13,0.033642375111111456,0.6709003071011675,0.9321028009278115
ABCC2,-0.019758588984126746,0.9236721753210664,0.9875855008046616
ABCC3,-0.15637157807936664,0.3568132146984756,0.8173149466881323
ABCC4,-0.03170635185714321,0.8103240676406074,0.9650814958438149
ABCC5,-0.13161758074603203,0.49853132657248955,0.875175365836505
ABCC6P1,-0.09729183993650725,0.7577386676762139,0.954171914026872
ABCC8,-0.20363072747619082,0.15660127962956305,0.713687790758876
ABCC9,0.7491892928730159,0.008146661348751626,0.5059831934705878
ABCD1,0.0026100408095244276,0.9825117368676768,0.9950896135264253
ABCD2,-0.056858034761904985,0.4337460678512478,0.8513047686432967
ABCD3,1.1686306611746025,0.030112395207325164,0.5790825361691903
ABCD4,0.10812024358730277,0.24155257347808637,0.7582788607721891
ABCE1,0.27841704066666484,0.2825384078537712,0.7814331309174477
ABCF1,0.12431519465079344,0.3453670904333356,0.81058047978338
ABCF2,0.13377598974603178,0.41510873969686146,0.8425864924062072
ABCF3,-0.026196713444445408,0.8849078857114843,0.978707751764522
ABCG1,0.5186078068888875,0.09528223904166172,0.6632602885240508
ABCG2,-0.08213929711111145,0.7448353271813078,0.9497816835139383
ABCG4,0.010451645825397371,0.9069827266782282,0.9841122163817307
ABCG5,-0.4349018090476182,0.17772256798671354,0.7321734238873351
ABCG8,-0.3027710468888891,0.15167383295068593,0.7107376543305245
ABHD1,0.29534054180952474,0.0570875306824113,0.6170069256268994
ABHD10,0.24547642514285695,0.34974127923778187,0.8132043639324261
ABHD11,-0.11704532025396919,0.31300654487595975,0.7968027345223461
ABHD12,0.03965124104761841,0.8692720107615256,0.975337613611827
ABHD13,0.49281688287301595,0.007350434871454436,0.5059831934705878
ABHD14A-ACY1///ACY1,0.035891356904761196,0.8737892587759428,0.9755225088291519
ABHD14A///ACY1,-0.1378035060952385,0.4468071896014001,0.8569273065024987
ABHD14B,-0.3399071469047623,0.1248036126623807,0.6931833194907547
ABHD15,-0.10529697322222198,0.6630000488902033,0.9294954182573012
ABHD16A,-0.08681016987301593,0.5005185309352855,0.8761509467004938
ABHD16B,0.12757894528571434,0.3802731546880215,0.8269769259411084
ABHD17A,-0.15527139111110966,0.25763034277917624,0.7685807651511626
ABHD17B,0.16279378071428585,0.48740645312362363,0.869696678480845
ABHD17C,0.032382497873016725,0.8056079940791866,0.9642517777265991
ABHD18,0.17423062915872922,0.32337769331334565,0.7996858374617762
ABHD2,0.2183529612539683,0.23351477809474908,0.7522943033697828
ABHD3,-0.15067918450793627,0.23294601930662115,0.7522066352908117
ABHD4,-0.08827011826984243,0.44138103142823015,0.8548976030395365
ABHD5,0.22548676117460342,0.590736264759646,0.907039883057748
ABHD6,0.15239890630158826,0.6600988319353697,0.9288434892392616
ABHD8,-0.19160644963492057,0.2562543659075836,0.7685807651511626
ABI1,0.42484537392063526,0.0671957382839249,0.6331858177470108
ABI2,0.13619427090476144,0.6740691429945398,0.9332909156312145
ABI3,-0.07721159411110978,0.5275575427738324,0.8878251282979573
ABI3BP,-0.26973929323809553,0.23922933624071854,0.7581055364299563
ABL1,0.09787973474603007,0.5263411980215923,0.8869237936278986
ABL2,0.19455488057142922,0.3201097265613719,0.7981049580292299
ABLIM1,1.0761809935396824,0.001244982498314058,0.37842351582315936
ABLIM2,-0.22167044687301551,0.14428437927651788,0.705145656598309
ABLIM3,0.42330136076190517,0.0840524008964475,0.6477049360040308
ABO,-0.05579870857142932,0.6921528086608668,0.9365611622114459
ABR,0.0008939586031742053,0.993637580315907,0.9983063003801439
ABRA,-0.060272724476190476,0.4489875139422449,0.8576604637452198
ABRACL,-0.29451093193650824,0.48692631937612996,0.8695273725491829
ABT1,0.1405595460793636,0.38029981307418403,0.8269769259411084
ABTB1,-0.03632574073015782,0.8074390520472434,0.9642517777265991
ABTB2,0.008084370730158774,0.9581868347588045,0.989984524124584
ACAA1,0.24786815653968297,0.12946676967817317,0.6963038391696337
ACAA2,0.12228699369841234,0.5875936275975595,0.9061706615477969
ACACA,-0.08736671353968184,0.5010513431997775,0.8762153957263924
ACACB,0.27842062715873084,0.3754418291360838,0.8256633419576034
ACAD10,-0.0041462029841277115,0.9808041150291016,0.9949631352896383
ACAD8,-0.017677051809523725,0.8676505160691552,0.9746185709764238
ACAD9,-0.028554922698410756,0.8198081944472083,0.9673867121020367
