herb,name,status,note,cid,smiles,formula,mw,logp,hbd,hba,admet_pass,pains,mw_pubchem,fxr_mu_pIC50,fxr_sigma,leverage_h,confidence_weight_w,tier,dG_THRB,dG_ACC,s_FXR,s_THRB,s_ACC,w_conf,CW_BCS,flag_FXR_active,flag_THRB_good,flag_ACC_good,n_targets_covered
Schisandra chinensis(五味子),Gomisin J,OK,,3001686.0,C[C@@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@H]1C)O)OC)OC)OC)OC)O,C22H28O6,388.46,4.17,2.0,6.0,True,,388.5,5.517,0.547,0.0075,0.646,in_domain_high_conf(域内高置信),-1.372,-5.709,0.34734187854591314,0.4035487110813526,0.13841436706088475,0.6464124111182934,0.2323,False,False,False,0
Artemisia annua(青蒿),"1,8-Cineole",OK,,2758.0,CC1(C2CCC(O1)(CC2)C)C,C10H18O,154.25,2.74,0.0,1.0,True,,154.25,6.184,1.025,0.062,0.494,OOD_warning(域外预警),-5.968,-5.258,0.48749737339777277,0.7112822229661869,0.07256533800554825,0.4938271604938272,0.2316,False,False,False,0
Schisandra chinensis(五味子),Schisandrin A,OK,,155256.0,C[C@@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@H]1C)OC)OC)OC)OC)OC)OC,C24H32O6,416.51,4.78,0.0,6.0,True,,416.5,6.221,0.638,0.0162,0.611,in_domain_high_conf(域内高置信),-0.8941,-5.487,0.49527211599075444,0.3715500502176097,0.10600087604029786,0.6105006105006106,0.2284,False,False,False,0
Schisandra chinensis(五味子),Gomisin H,OK,,102004650.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@]1(C)O)OC)OC)OC)O)OC)OC,C23H30O7,418.49,3.59,2.0,7.0,True,,418.5,6.117,0.662,0.0116,0.602,in_domain_high_conf(域内高置信),-0.4021,-5.511,0.47341878545913013,0.33860729829260133,0.10950503723171268,0.601684717208183,0.2194,False,False,False,0
Artemisia annua(青蒿),Umbelliferone,OK,,5281426.0,C1=CC(=CC2=C1C=CC(=O)O2)O,C9H6O3,162.14,1.5,1.0,3.0,True,,162.14,4.272,0.878,0.0335,0.532,in_domain_low_conf(域内低置信),-6.725,-6.689,0.08573229670098768,0.7619685302979579,0.281500949043656,0.5324813631522897,0.2139,False,False,False,0
Artemisia annua(青蒿),Camphor,OK,,2537.0,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,152.24,2.4,0.0,1.0,True,,152.23,5.006,0.642,0.0559,0.609,OOD_warning(域外预警),-6.202,-5.282,0.2399663794914899,0.7269501171744225,0.07606949919696306,0.6090133982947625,0.2007,False,False,False,0
Artemisia annua(青蒿),Scopoletin,OK,,5280460.0,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,C10H8O4,192.17,1.51,1.0,4.0,True,,192.17,4.04,0.782,0.0303,0.561,in_domain_low_conf(域内低置信),-6.849,-6.626,0.03698255936121037,0.7702711750920658,0.2723025259161922,0.5611672278338945,0.1633,False,False,False,0
Bupleurum chinense(柴胡),Saikogenin A,OK,,99651.0,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2C=CC4=C5CC(CC[C@@]5([C@H](C[C@]43C)O)CO)(C)C)C)(C)CO)O,C30H48O4,472.71,5.0,4.0,4.0,True,,472.7,4.75,0.559,0.0467,0.642,in_domain_high_conf(域内高置信),3.631,-7.099,0.1861735658751839,0.0685637763642451,0.3413637027303256,0.6414368184733803,0.1409,False,False,True,1
Artemisia annua(青蒿),Artemisia ketone,OK,UNCERTAIN,68346.0,CC(=CC(=O)C(C)(C)C=C)C,C10H16O,152.24,2.73,0.0,1.0,True,,152.23,4.088,1.337,0.0495,0.428,in_domain_low_conf(域内低置信),-5.788,-5.705,0.04706871191426775,0.6992299966521595,0.137830340195649,0.42789901583226364,0.1247,False,False,False,0
Sophora flavescens(苦参),Kushenol C,OK,,5481237.0,CC(=CC[C@H](CC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)O)C(=C)C)C,C25H26O7,438.48,5.08,5.0,7.0,True,,438.5,3.864,0.652,0.0475,0.605,in_domain_high_conf(域内高置信),-1.286,-9.144,0.0,0.39779042517576174,0.6399474375821288,0.6053268765133172,0.0634,False,False,True,1
Artemisia annua(青蒿),Caryophyllene oxide,OK,,1742210.0,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,C15H24O,220.36,3.94,0.0,1.0,True,,220.35,5.519,0.722,0.0475,0.581,in_domain_low_conf(域内低置信),-5.9,-4.761,0.34776213490229047,0.7067291596919987,0.0,0.5807200929152149,0.0523,False,False,False,0
Bupleurum chinense(柴胡),Saikogenin D,OK,,9890994.0,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2C=CC4=C5CC(CC[C@@]5([C@@H](C[C@]43C)O)CO)(C)C)C)(C)CO)O,C30H48O4,472.71,5.0,4.0,4.0,True,,472.7,4.765,0.573,0.0467,0.636,in_domain_high_conf(域内高置信),4.655,-7.51,0.18932548854801426,0.0,0.4013724631333041,0.6357279084551812,0.0364,False,False,True,1
