std_smiles,pIC50,n_rep
CCCCCCc1ccc(C(=O)CCN(C)Cc2ccco2)cc1,4.91721462968355,1
CCCCCCc1ccc(C(=O)CCN(C2CCCCC2)C2CCCCC2)cc1,4.896196279044043,1
CCCCCCc1ccc(C(=O)CCN(CCCC)CCCC)cc1,5.376750709602099,1
CCCCCCc1ccc(C(=O)CCN2CCC(C(=O)OC)CC2)cc1,5.4089353929735005,1
CCCCCCc1ccc(C(=O)CCN2CCOCC2)cc1,5.568636235841012,1
CCCCCCc1ccc(C(=O)CCNCCC)cc1,4.818156412055227,1
CCCCCCc1ccc(C(=O)CCl)cc1,4.636388020107856,1
CCCCCCc1ccc(NC(=O)/C=C\C(=O)O)cc1,4.747146969020107,1
CCCCCOc1c(Br)cc(CC(=O)O)cc1Br,5.241375016580683,3
CCCCOc1c(Br)cc(CC(=O)O)cc1Br,5.72041557544167,3
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(CCN(CC)CC)c(I)c1,6.220924225639893,2
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC(=O)O)c(I)c1,5.3979400086720375,1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,6.221848749616356,1
CCCN(C(=O)CCNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)c1ccccc1,4.301029995663981,1
CCCN(C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)c1ccccc1,5.180456064458131,1
CCCN(CC1CCOC1)C(=O)c1cc(C)c2oc(NCc3cccc(Cl)c3)nc2c1,7.455931955649724,1
CCCN(CC1CCOC1)C(=O)c1cc(CC)c2oc(NCc3cccc(Cl)c3)nc2c1,6.982966660701219,1
CCCN(CC1CCOC1)C(=O)c1cc(Cl)c2oc(NCc3cccc(Cl)c3)nc2c1,7.1487416512809245,1
CCCN(CC1CCOC1)C(=O)c1cc(OC)c2oc(NCc3cccc(Cl)c3)nc2c1,7.920818753952375,1
CCCN(CC1CCOC1)C(=O)c1ccc2oc(NCc3cccc(Cl)c3)nc2c1,6.669586226650809,1
