std_smiles,pIC50,n_rep
O=C(c1cc(-c2ccco2)on1)N1CCC(c2ccccc2)C1,5.554395796726403,1
O=C(c1cc(-c2ccncc2)on1)N1CC(c2ccccc2)C1,5.1444808443322,1
O=C(c1cc(-c2ccncc2)on1)N1CCC(c2ccccc2)CC1,5.8124792791635365,1
O=C(c1cc(-c2ccncn2)on1)N1CC(Cc2ccccc2)C1,6.0,1
O=C(c1cc(-c2ccncn2)on1)N1CC(c2ccccc2)C1,5.503070351926786,1
O=C(c1cc(-c2cnccn2)on1)N1CC(c2ccccc2)C1,5.301029995663981,1
O=C(c1cc(N2CCOCC2)on1)N1CC(c2ccccc2)C1,4.568636235841013,1
O=C(c1cc(N2CCOCC2)on1)N1CCC[C@H]1c1ccccc1,4.3979400086720375,1
O=C(c1noc2c1CCCC2)N1CC(Cc2ccccc2)C1,4.886056647693163,1
O=C(c1noc2c1CCCC2)N1CC(c2ccccc2)C1,5.1249387366083,1
O=C(c1noc2cc(Br)ccc12)N1CCC[C@H]1c1ccccc1,4.380176499542722,1
