canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,n_active,MTS,admet_ok,pains,mw2,obscure,final
CCCCC[C@H](C)[C@H](CC[C@H](O)C[C@@H](CCC1=CC=C(O)C(OC)=C1)OC(C)=O)CNC(=N)NC,"[(3R,5S,8S,9S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-9-methyl-8-[[(N-methylcarbamimidoyl)amino]methyl]tetradecan-3-yl] acetate",,,5.99,6.97,5.13,7.48,6.58,6.51,6.05,5.86,5.67,7.57,7.34,7.57,5,35.11,True,False,493.6890000000002,0.0,35.11
COC1=C(OCCC2=CC=CC=C2)C(CC2=CN=CC2)=C2[O+]=C(C3=CC=C(O)C=C3)[CH-]C(=O)C2=C1O,"5-hydroxy-2-(4-hydroxyphenyl)-6-methoxy-4-oxo-7-(2-phenylethoxy)-8-[(3H-pyrrol-3-id-4-yl)methyl]-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,Shikimates and Phenylpropanoids,6.5,7.81,5.34,6.56,6.09,7.44,6.08,5.53,5.17,6.79,7.35,7.81,5,35.1,True,False,483.52000000000027,0.0,35.1
CC[C@H]1/C=C/[C@H](O)[C@H](C=C(C)C)OC(=O)[C@@]2(C)C=CC(O)=NC3=C2C(C)=C2C(=C(O)C(C)=CC2=C3C)C(=O)CC1,"(9~{R},10~{E},12~{S},13~{S},16~{S})-9-ethyl-4,12,19-trihydroxy-3,16,23,25-tetramethyl-13-(2-methylprop-1-enyl)-14-oxa-20-azatetracyclo[19.3.1.0^{5,24}.0^{16,22}]pentacosa-1(25),2,4,10,17,19,21,23-octaene-6,15-dione",Aegiceras corniculatum|Agaricus integer|Agaricus silvaticus|Ajuga bracteosa|Allium monspessulanum|Arbutus menziesii|Artemisia taurica|Bruguiera gymnorhiza|Buchenavia tetraphylla|Ceramium botryocarpum|Cereus chrysacanthus|Chromodoris obsoleta|Cinnamosma madagascariensis|Coeloseira pacifica|Daldinia concentrica|Echiochilon pauciflorum|Fumaria kraliki|Helichrysum nudifolium|Hyella caespitosa|Hypoxis nyasica|Isoberlinia angolensis|Justicia trinervia|Lepista irina|Macaranga sinensis|Mirabilis jalapa|Otostegia fruticosa|Paranephelius uniflorus|Pardachirus pavoninus|Periploca forrestii|Petalostemon purpureum|Plakinastrella clathrata|Podocarpus amarus|Potebniamyces gallicola|Pseudomonas chlororaphis|Ptilota pectinata|Rhododendron aureum|Saccharothrix mutabilis|Sipunculus nudus|Sonneratia alba|Sophora viciifolia|Stichopus horrens|Streptomyces atratus|Streptomyces caelestis|Tephroseris integrifolia|Teucrium orientale|Trichoderma citrinum|Ulva prolifera|Umbilicaria cinereorufescens|Veltheimia viridifolia|Xylopia aethiopica,Polyketides,6.53,7.93,4.43,5.73,7.0,5.24,5.79,6.63,5.06,7.0,7.31,7.93,5,35.09,True,False,545.6760000000002,0.0,35.09
COC1=CC(C(CC(=O)NCCO)C2=C(O)[C@@]3(OC4=C(Cl)C(OC)=CC(OC)=C4C3=O)[C@H](C)CC2=O)=CC=C1O,STL551905,,Polyketides,6.72,7.66,5.42,6.55,6.62,5.77,5.63,5.94,5.15,7.54,7.31,7.66,5,35.09,True,False,575.9980000000004,0.0,35.09
COC1=CC(C(CC(=O)NCCCO)C2=C(O)[C@@]3(OC4=C(Cl)C(OC)=CC(OC)=C4C3=O)[C@H](C)CC2=O)=CC=C1O,STL552020,,Polyketides,6.71,7.67,5.41,6.56,6.61,5.76,5.63,5.67,5.29,7.53,7.3,7.67,5,35.08,True,False,590.0250000000004,0.0,35.08
COC1=C(O)C(CC2=CN=CC2)=C2[O+]=C(C3=CC=C(O)C=C3)[CH-]C(=O)C2=C1OCC[C@@H](O)/C=C/C1=CC=CC=C1,"7-hydroxy-5-{[(4E)-3-hydroxy-5-phenylpent-4-en-1-yl]oxy}-2-(4-hydroxyphenyl)-6-methoxy-4-oxo-8-[(3H-pyrrol-3-id-4-yl)methyl]-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,Shikimates and Phenylpropanoids,6.54,7.72,5.39,6.56,6.07,7.31,5.85,5.59,5.13,6.95,7.33,7.72,5,35.08,True,False,539.5840000000003,0.0,35.08
COC1=C(O)C(CC2=CN=CC2)=C2[O+]=C(C3=CC=C(O)C=C3)[CH-]C(=O)C2=C1OCCC(O)/C=C/C1=CC=CC=C1,,,Shikimates and Phenylpropanoids,6.54,7.72,5.39,6.56,6.07,7.31,5.85,5.59,5.13,6.95,7.33,7.72,5,35.08,True,False,539.5840000000003,0.0,35.08
CNC(=N)NC[C@H](CC[C@H](O)C[C@@H](CCC1=CC=C(O)C(OC)=C1)OC(C)=O)[C@H](C)O,"[(3R,5S,8S,9S)-5,9-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)-8-[[(N-methylcarbamimidoyl)amino]methyl]decan-3-yl] acetate",,,5.94,7.0,5.15,7.46,6.56,6.53,6.04,5.8,5.37,7.53,7.33,7.53,5,35.08,True,False,439.5530000000002,0.0,35.08
CC(=O)C1=C(O)C(C)=C(O)C2=C1OC1=CC(=O)/C(=C(/C)NC3=CC=C(CC4=NOC(C(C)C)=N4)C=C3)C(=O)[C@@]12C,STL550003,,Polyketides,6.69,7.68,5.82,6.91,6.45,5.17,5.87,6.6,5.14,7.2,7.26,7.68,5,35.08,True,False,543.5760000000001,0.0,35.08
N[C@H](CC1=CC=CC=C1)C(=O)OC1=CC(O)=C2C(=O)C(C3=CC=C4OCCCOC4=C3)=COC2=C1,,,Shikimates and Phenylpropanoids,6.53,7.83,5.18,6.72,5.58,7.31,5.85,5.63,5.23,6.68,7.29,7.83,5,35.07,True,False,473.4810000000003,0.0,35.07
COC1=CC(OC)=C2C(=O)[C@@]3(OC2=C1Cl)C(O)=C(C(CC(=O)NCC1=CC=CC2=C1C=CN2)C1=CC=C2OCOC2=C1)C(=O)C[C@H]3C,STL551796,,,6.67,7.67,5.4,7.15,6.67,5.91,5.73,5.76,5.26,6.9,7.24,7.67,5,35.06,True,False,659.0910000000001,0.0,35.06
COC1=CC=C(CCN2C(=O)NC(=O)C3=CC=C(C4=C(O)C(C)=C(O)C5=C4OC4=CC6=C(C(=O)[C@@]45C)C(C)=NN6C4=CC=C(OC)C=C4)N=C32)C=C1,,,Alkaloids,6.39,7.35,5.84,6.66,7.01,5.81,6.05,6.5,5.2,7.54,7.3,7.54,5,35.06,True,False,699.7200000000001,0.0,35.06
COC1=CC(C2=C(O[C@@H]3O[C@@H](C(C)O)[C@@H](O)[C@H]3O)C(=O)C3=C(O)C=C(O)C=C3O2)=CC=C1O,,,Shikimates and Phenylpropanoids,6.57,7.53,5.09,6.29,5.32,7.45,6.58,5.34,5.11,6.93,7.3,7.53,5,35.06,True,False,462.4070000000002,0.0,35.06
COC1=CC(C2=C(O[C@@H]3O[C@@H]([C@H](C)O)[C@@H](O)[C@H]3O)C(=O)C3=C(O)C=C(O)C=C3O2)=CC=C1O,,,Shikimates and Phenylpropanoids,6.57,7.53,5.09,6.29,5.32,7.45,6.58,5.34,5.11,6.93,7.3,7.53,5,35.06,True,False,462.4070000000002,0.0,35.06
CC(=O)C1=C(O)C(C)=C(O)C2=C1OC1=CC(=O)/C(=C(/C)NC3=CC=C4NC(C5=CC=CN=C5)=NC4=C3)C(=O)[C@@]12C,"(2E,9bR)-6-acetyl-7,9-dihydroxy-8,9b-dimethyl-2-[1-[(2-pyridin-3-yl-1H-benzimidazol-5-yl)amino]ethylidene]dibenzofuran-1,3-dione",,Alkaloids,6.53,8.1,5.84,6.32,6.56,5.66,6.24,6.51,5.29,7.36,7.34,8.1,5,35.06,True,False,536.5440000000001,0.0,35.06
COC1=CC=C2C(=C1)C=C(C1CC(=O)OC3=CC=C4C(=O)C(C5=CC=C(O)C=C5)=COC4=C31)C(=O)N2CC(C)C,STL545449,,Shikimates and Phenylpropanoids,6.67,7.31,5.81,7.06,5.58,7.48,5.79,6.53,5.32,6.47,7.28,7.48,5,35.05,True,False,537.5680000000002,0.0,35.05
CC1(C)C=CC2=C(C=C(O)C3=C2OC2=CC=C(O)C(C[C@@H](O)C(C)(C)O)=C2C3=O)O1,,,Shikimates and Phenylpropanoids,6.87,7.66,5.08,6.73,6.57,5.89,5.69,5.5,5.13,7.22,7.25,7.66,5,35.05,True,False,412.4380000000002,0.0,35.05
