molecule_id,canonical_smiles,inchikey,activity_id,assay_id,document_id,target_id,target_name,species,construct,assay_type,assay_format,biochemical_or_cellular,activity_type,relation,value,unit,standardized_nM,pActivity,source,DOI,PMID,confidence,notes,assay_description,document_year,document_journal,standard_flag,potential_duplicate,fragment_count,is_valid_smiles,conversion_method,assay_family,assay_cluster,full_length_or_fragment,substrate_cofactor_info,confidence_level,construct_reported,endpoint_type,document_family,medicinal_chemistry_series
CHEMBL3960855,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(Cl)ncc5c4)CC3)c(C)cc2C)[nH]1,SETNZFIMOSVPDV-UHFFFAOYSA-N,27450470,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,300.0,nM,300.0,6.522878745280337,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3933387,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(C)c5c4)CC3)ccc2C2CC2)[nH]1,QZIHISBSCNJZNN-UHFFFAOYSA-N,27450476,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,420.0,nM,420.0,6.376750709602099,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3985033,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(C)ncc5c4)CC3)ccc2C2CC2)[nH]1,FFFILHSGTQKZOO-UHFFFAOYSA-N,27450482,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,1000.0,nM,1000.0,6.0,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3959828,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cccn4)cc3)CC2)c(C)cc1C1CCC1,IVKVYWHFCHKLNH-UHFFFAOYSA-N,27450488,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,460.0,nM,460.0,6.337242168318426,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3976965,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cnnc4)cc3)CC2)c(C)cc1C1CCC1,QTQXALLXUQYHMS-UHFFFAOYSA-N,27450494,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,73.0,nM,73.0,7.136677139879544,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3947691,C#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,UMDPFPDHXXRUPB-UHFFFAOYSA-N,27450500,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,69.0,nM,69.0,7.161150909262744,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3962104,CC#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,KJUBAVCTHYVGBI-UHFFFAOYSA-N,27450506,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,125.0,nM,125.0,6.903089986991944,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3931107,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc5nccn5c4)CC3)c(C)cc2C2CCC2)[nH]1,KVUOFWMHVFGTJG-UHFFFAOYSA-N,27450512,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,3670.0,nM,3670.0,5.43533393574791,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3908483,Cc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,QQWSNUCKIMBENB-UHFFFAOYSA-N,27450518,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,59.0,nM,59.0,7.229147988357855,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3936432,COCCc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,HZACYKWTCLJWBT-UHFFFAOYSA-N,27450524,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,57.0,nM,57.0,7.244125144327507,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3892817,COCCc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,XZDPVDHDUQKSJI-UHFFFAOYSA-N,27450530,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,54.0,nM,54.0,7.267606240177032,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3917301,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,CLYVHERPOJMOOT-UHFFFAOYSA-N,27450536,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,20.0,nM,20.0,7.698970004336019,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3894047,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C(C)C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,XENJRPGAUMXLKJ-UHFFFAOYSA-N,27450542,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,62.0,nM,62.0,7.207608310501746,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3922051,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,TVWIPEIGOLZWKK-UHFFFAOYSA-N,27450548,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,112.0,nM,112.0,6.950781977329818,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL5790066,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(Cl)cc2)C1,QVOXYZMYJIJFCQ-UHFFFAOYSA-N,27450554,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,57.0,nM,57.0,7.244125144327507,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3930975,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,UAIJSSSTLVLLCU-UHFFFAOYSA-N,27450557,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,86.0,nM,86.0,7.0655015487564325,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3916218,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,HQHUTEVWERFFKM-UHFFFAOYSA-N,27450563,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,40.0,nM,40.0,7.397940008672037,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3944156,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,BMMNFZQIYZENJO-UHFFFAOYSA-N,27450569,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,21.0,nM,21.0,7.67778070526608,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3932303,COc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,BGBASXVSTYHRHN-UHFFFAOYSA-N,27450575,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,49.0,nM,49.0,7.309803919971486,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3896940,COc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,ALBJMNFGXZLIEW-UHFFFAOYSA-N,27450581,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,71.0,nM,71.0,7.1487416512809245,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
CHEMBL3971018,COc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CC2)[nH]1,LHRMPDDLRMERNV-UHFFFAOYSA-N,27450587,CHEMBL5733207,CHEMBL5726717,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,single protein format,cell_extract_or_cellular,IC50,=,140.0,nM,140.0,6.853871964321762,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,ChEMBL potential_duplicate flag,"FASN Inhibition: FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4′-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission on reaction with the sulfhydryl group of CoA. The biochemical activities shown in TABLE 31 were determined using the fluorescence measurement of CoA release via a procedure described in Chung C. C. et al. (Assay and Drug Development Technologies, 2008, 6(3), 361-374).",2019,,1,1,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL5726717,unknown
