molecule_id,canonical_smiles,inchikey,scaffold,pActivity,n_records,activity_ids,document_id,document_year,qc_flags,excluded,exclusion_reason
CHEMBL5777034,CC1(C)N=C(c2ccc(-c3nc4ccccc4o3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,ZDYAAOLLGPLYFP-MRXNPFEDSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4o3)cc2)C1,6.718966632752273,1,26834107,CHEMBL5725564,2017,,False,
CHEMBL5779572,CC1(C)N=C(c2ccc(-c3nc4ccccc4[nH]3)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,JVFUAFUYOBCWNJ-UHFFFAOYSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4[nH]3)cc2)C1,6.100179497572904,1,26834137,CHEMBL5725564,2017,,False,
CHEMBL5786448,CC1(C)N=C(c2ccc(-c3cnc4ccccc4c3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,RZAONALRRPMOGQ-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3cnc4ccccc4c3)cc2)C1,5.3799681048737025,1,26834011,CHEMBL5725564,2017,,False,
CHEMBL5788711,CC1(C(=O)N2CC(CN3C(=O)C(C)(C)N=C3c3ccc(-c4ccc5cc(F)ccc5c4)cc3F)C2)CC1,UDVYJDDXFMTKLM-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.449771646944906,1,26834170,CHEMBL5725564,2017,,False,
CHEMBL5788930,Cc1cc(-c2ccc3c(c2)ncn3C)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2(C)CC2)C1,HAWJURRJFRKFQT-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,6.991399828238082,1,26834203,CHEMBL5725564,2017,,False,
CHEMBL5791788,CC1(C)N=C(c2ccc(-c3ccc4cncnc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,UGLQJUBYFKNJNY-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cncnc4c3)cc2)C1,6.649751981665837,1,26834080,CHEMBL5725564,2017,,False,
CHEMBL5796900,CC1(C)N=C(c2ccc(-c3ccc4ncccc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,PRWVSYIWSONQHK-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ncccc4c3)cc2)C1,5.0499760934766735,1,26834068,CHEMBL5725564,2017,,False,
CHEMBL5798983,Cn1cnc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(C)CC5)C4)c(F)c3)ccc21,OAGMPNSSPHWEHF-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,7.0,1,26834233,CHEMBL5725564,2017,,False,
CHEMBL5802102,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3(O)CC3)C2)C1=O,CNCVLLYPFZPUDC-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.690369832574102,1,26834218,CHEMBL5725564,2017,,False,
CHEMBL5802991,CC1(C)N=C(c2ccc(-c3ccc4cccnc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,RAAINPHVPXDPQF-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cccnc4c3)cc2)C1,7.050122295963125,1,26834071,CHEMBL5725564,2017,,False,
CHEMBL5803121,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5CC5)C4)cc3)cc2)cn1,GQZHMGCGINRREM-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,6.259637310505756,1,26834005,CHEMBL5725564,2017,,False,
CHEMBL5811059,CC1(C)N=C(c2ccc(-c3cccc4ncccc34)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,AJYWGWHCUICPJR-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3cccc4ncccc34)cc2)C1,6.718966632752273,1,26834047,CHEMBL5725564,2017,,False,
CHEMBL5822742,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,FPKVHWOXZIIMSA-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.549750891680639,1,26834116,CHEMBL5725564,2017,,False,
CHEMBL5824348,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2F)N(CC2CN(C(=O)C3(O)CC3)C2)C1=O,IBKLVZUKTDVKSI-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.519993057042849,1,26834191,CHEMBL5725564,2017,,False,
CHEMBL5827707,Cc1cc(-c2ccc3cc(C#N)ccc3c2)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2CC2)C1,QADDMTLRTHTBHI-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.39040559077478,1,26834242,CHEMBL5725564,2017,,False,
CHEMBL5829181,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5CC5)C4)cc3)cc2)cn1,OWPJWOLCCOSQEG-HXUWFJFHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,6.991399828238082,1,26834002,CHEMBL5725564,2017,,False,
CHEMBL5838148,CC1(C)N=C(c2ccc(-c3ccc4ncccc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,CAISCGRGRJGJKH-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ncccc4c3)cc2)C1,5.669992299127241,1,26834146,CHEMBL5725564,2017,,False,
CHEMBL5839177,Cc1cc(-c2ccc(-c3cnn(C)c3)cc2)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,ILDDEODBGKUQKG-JOCHJYFZSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,7.270025714300444,1,26834206,CHEMBL5725564,2017,,False,
CHEMBL5845249,CC1(C)N=C(c2ccc(-c3n[nH]c4ccccc34)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,UGLORWKDFHHYLQ-UHFFFAOYSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3n[nH]c4ccccc34)cc2)C1,6.480172006224281,1,26834125,CHEMBL5725564,2017,,False,
CHEMBL5855781,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,RHXDWBOULONODO-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.259637310505756,1,26834044,CHEMBL5725564,2017,,False,
CHEMBL5858978,CC1(C)N=C(c2ccc(-c3ccc4cnccc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,UQKHADLAOLBYIE-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cnccc4c3)cc2)C1,7.229884705212898,1,26834038,CHEMBL5725564,2017,,False,
CHEMBL5860543,Cn1ncc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5(O)CC5)C4)c(F)c3)ccc21,IQAUGKABLVNXCM-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,7.070070439915412,1,26834182,CHEMBL5725564,2017,,False,
CHEMBL5863279,Cn1ncc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5(C)CC5)C4)c(F)c3)ccc21,DNECODVNOXZDNR-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,7.179798540514359,1,26834173,CHEMBL5725564,2017,,False,
CHEMBL5863699,CC1(C)N=C(c2ccc(-c3n[nH]c4ccccc34)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,FOBNTDDZAAOQCD-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3n[nH]c4ccccc34)cc2)C1,5.26003230324049,1,26834248,CHEMBL5725564,2017,,False,
CHEMBL5865379,CC1(C)N=C(c2ccc(-c3nc4ccccc4s3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,JYGILXWXQSYZLQ-MRXNPFEDSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4s3)cc2)C1,6.939302159646388,1,26834104,CHEMBL5725564,2017,,False,
CHEMBL5870379,Cn1cnc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5(O)CC5)C4)c(F)c3)ccc21,OJDKAHVHJPTSGJ-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,7.219682687859849,1,26834221,CHEMBL5725564,2017,,False,
CHEMBL5874193,CC1(C)N=C(c2ccc(-c3c[nH]c4ccccc34)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,HIZBSEPYSUWSQS-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3c[nH]c4ccccc34)cc2)C1,5.789949150124863,1,26834131,CHEMBL5725564,2017,,False,
CHEMBL5876718,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5(C)CC5)C4)c(F)c3)cc2)cn1,VATUMQCOXVLEAV-HXUWFJFHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,7.259637310505756,1,26834176,CHEMBL5725564,2017,,False,
CHEMBL5876796,CC1(C)N=C(c2ccc(-c3nc4ccccc4s3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,BIYFHPCVZXKOCO-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4s3)cc2)C1,6.199970640755866,1,26833993,CHEMBL5725564,2017,,False,
CHEMBL5880138,CC1(C)N=C(c2ccc(-c3nc4ccccc4s3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,UTACCXFSCPAACQ-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4s3)cc2)C1,5.739928612014925,1,26833996,CHEMBL5725564,2017,,False,
CHEMBL5881362,CC1(C)N=C(c2ccc(-c3ccc4cnccc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,SHRWDIFHTFOSKM-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cnccc4c3)cc2)C1,7.1700533040583645,1,26834122,CHEMBL5725564,2017,,False,
CHEMBL5887129,CC1(C)N=C(c2ccc(-c3cccc4cnccc34)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,RSKDBXGSTXMFLH-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3cccc4cnccc34)cc2)C1,5.869988050328096,1,26834017,CHEMBL5725564,2017,,False,
CHEMBL5892433,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,SONMEDLVJCMMCH-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.019996628416254,1,26834041,CHEMBL5725564,2017,,False,
CHEMBL5896558,CC1(C)N=C(c2ccc(-c3cnc4ccccc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,GMSQMCUMLQNFQY-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3cnc4ccccc4c3)cc2)C1,6.640164517660112,1,26834098,CHEMBL5725564,2017,,False,
CHEMBL5896696,CC1(C)N=C(c2ccc(-c3ccc4cnccc4c3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,AJVYDZVKUJARDZ-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cnccc4c3)cc2)C1,6.718966632752273,1,26834035,CHEMBL5725564,2017,,False,
CHEMBL5902131,CC1(C)N=C(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,ADTACSSOMKDNIV-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)C1,6.219682687859849,1,26834032,CHEMBL5725564,2017,,False,
CHEMBL5903895,CC1(C)N=C(c2ccc(-c3n[nH]c4ccccc34)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,QXZYQADDPSXOOG-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3n[nH]c4ccccc34)cc2)C1,6.0,1,26834128,CHEMBL5725564,2017,,False,
CHEMBL5917086,Cn1ncc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5CC5)C4)c(F)c3)ccc21,AYUJVQGEQOWLQY-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,6.624244974864979,2,26834050;26834161,CHEMBL5725564,2017,replicate_median,False,
CHEMBL5917748,CC1(C)N=C(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,OZFRBNOTYCAXID-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)C1,6.801342913045577,1,26834020,CHEMBL5725564,2017,,False,
CHEMBL5918198,CC1(c2ccccc2)N=C(c2ccc(-c3ccc4occc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,VEDSEHJIDLELRZ-LWMFVPLKSA-N,O=C(C1CC1)N1CCC(CN2C(=O)C(c3ccccc3)N=C2c2ccc(-c3ccc4occc4c3)cc2)C1,6.809668301829708,1,26833969,CHEMBL5725564,2017,,False,
CHEMBL5922011,Cc1cc(-c2ccc3cc(F)ccc3c2)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2(C)CC2)C1,NOHLSHKNBLBCON-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.4698003017969175,1,26834200,CHEMBL5725564,2017,,False,
CHEMBL5923558,Cc1cc(-c2ccc3c(c2)ncn3C)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(O)CC2)C1,KDGDSGHLTUVPGB-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,7.0400051616715835,1,26834230,CHEMBL5725564,2017,,False,
CHEMBL5927061,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(O)CC5)C4)c(F)c3)cc2)cn1,NVZOSBFZBQAQJI-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,6.279840696594043,1,26834197,CHEMBL5725564,2017,,False,
CHEMBL5929792,COCC1(C)N=C(c2ccc(-c3ccc4occc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,LJHGYUZIOSSATJ-COBFLCELSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4occc4c3)cc2)C1,6.619788758288394,1,26833978,CHEMBL5725564,2017,,False,
CHEMBL5929854,Cn1cnc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5(C)CC5)C4)c(F)c3)ccc21,JIGQBQALALKPDW-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,7.100179497572904,1,26834224,CHEMBL5725564,2017,,False,
CHEMBL5932516,CC1(C)N=C(c2ccc(-c3nc4ccccc4[nH]3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,HWFJDQGEZFZPED-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4[nH]3)cc2)C1,5.320027305722581,1,26834134,CHEMBL5725564,2017,,False,
CHEMBL5938748,CC1(C)N=C(c2ccc(-c3ccc4cncnc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,GKSCLKZJFQTLPO-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cncnc4c3)cc2)C1,6.790484985457369,1,26834086,CHEMBL5725564,2017,,False,
CHEMBL5940406,CC1(C2CC2)N=C(c2ccc(-c3ccc4occc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,RRCPSYJWUQACSG-HZRSZRRBSA-N,O=C(C1CC1)N1CCC(CN2C(=O)C(C3CC3)N=C2c2ccc(-c3ccc4occc4c3)cc2)C1,6.480172006224281,1,26833981,CHEMBL5725564,2017,,False,
CHEMBL5942995,Cn1ncc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(O)CC5)C4)c(F)c3)ccc21,SXTQFHLTRLTDME-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,6.610833915635467,1,26834188,CHEMBL5725564,2017,,False,
CHEMBL5943600,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4C[C@@H]4CCN(C(=O)C5CC5)C4)c(F)c3)cc2)cn1,LSPCBIRSCVVDPC-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,7.199970640755866,1,26834089,CHEMBL5725564,2017,,False,
CHEMBL5944042,CC1(C)N=C(c2ccc(-c3ccc4cncnc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,PAJRTQYKIAXDCD-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cncnc4c3)cc2)C1,6.110138278741812,1,26834083,CHEMBL5725564,2017,,False,
CHEMBL5949442,CC1(C)N=C(c2ccc(-c3ccc4ncccc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,ZUCKGSKXAYEULN-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ncccc4c3)cc2)C1,5.860120913598763,1,26834065,CHEMBL5725564,2017,,False,
